fecha,longitude,latitude,NDVI,EVI
2015-01-01,-74.79278509217357,5.219164838844771,0.08207627094574557,0.06411401127265488
2015-01-17,-74.79278509217357,5.219164838844771,0.175054570025359,0.1309549043689335
2015-02-02,-74.79278509217357,5.219164838844771,0.2527737761970638,0.20716829164505443
2015-02-18,-74.79278509217357,5.219164838844771,0.3823734797582526,0.2881007237699138
2015-03-06,-74.79278509217357,5.219164838844771,0.4875624484651234,0.3750220231938835
2015-03-22,-74.79278509217357,5.219164838844771,0.5398462593918117,0.4122597102255088
2015-04-07,-74.79278509217357,5.219164838844771,0.6167472204007519,0.4801294213267094
2015-04-23,-74.79278509217357,5.219164838844771,0.6947503153123987,0.5173654892133938
2015-05-09,-74.79278509217357,5.219164838844771,0.7183757605362464,0.5632326471756655
2015-05-25,-74.79278509217357,5.219164838844771,0.7388385824375417,0.5455623803848942
2015-06-10,-74.79278509217357,5.219164838844771,0.7177617193745385,0.5489674732419708
2015-06-26,-74.79278509217357,5.219164838844771,0.6892197852686951,0.5251694911834411
2015-07-12,-74.79278509217357,5.219164838844771,0.6250985230778727,0.5116568443258138
2015-07-28,-74.79278509217357,5.219164838844771,0.5253218309042966,0.3837465185967917
2015-08-13,-74.79278509217357,5.219164838844771,0.4227986372940885,0.32941856642207634
2015-08-29,-74.79278509217357,5.219164838844771,0.36304767073368266,0.27000680389716447
2015-09-14,-74.79278509217357,5.219164838844771,0.2282624929431982,0.15470724539357386
2015-09-30,-74.79278509217357,5.219164838844771,0.173069764620314,0.14466740688930435
2015-10-16,-74.79278509217357,5.219164838844771,0.10271620768908173,0.0637269616210374
2015-11-01,-74.79278509217357,5.219164838844771,0.05023589197479137,0.04001063516390809
2015-11-17,-74.79278509217357,5.219164838844771,0.05,0.0549285755589638
2015-12-03,-74.79278509217357,5.219164838844771,0.05,0.05107827126143791
2015-12-19,-74.79278509217357,5.219164838844771,0.06499710433864976,0.054530216227787004
2016-01-04,-74.79278509217357,5.219164838844771,0.13305102111583297,0.0706451494397614
2016-01-20,-74.79278509217357,5.219164838844771,0.19060207545348845,0.1335441035042604
2016-02-05,-74.79278509217357,5.219164838844771,0.27480668931857455,0.20060217196439722
2016-02-21,-74.79278509217357,5.219164838844771,0.4152615754762443,0.29412955929331835
2016-03-08,-74.79278509217357,5.219164838844771,0.5023258518127688,0.3430869934272605
2016-03-24,-74.79278509217357,5.219164838844771,0.5663220697917888,0.4279966136459417
2016-04-09,-74.79278509217357,5.219164838844771,0.6604768026925802,0.5095821336152923
2016-04-25,-74.79278509217357,5.219164838844771,0.7203161244049461,0.5332625918587407
2016-05-11,-74.79278509217357,5.219164838844771,0.726664676113476,0.5621580247102501
2016-05-27,-74.79278509217357,5.219164838844771,0.7369421626317672,0.5271928955070669
2016-06-12,-74.79278509217357,5.219164838844771,0.6959869521766985,0.5036011684124917
2016-06-28,-74.79278509217357,5.219164838844771,0.6811753799956345,0.5137300497181372
2016-07-14,-74.79278509217357,5.219164838844771,0.6158910093319324,0.4533732040722186
